prenom,sexe,annee,dep,n
ARTHUR,F,2006,77,3
ARTHUR,F,2006,78,5
ARTHUR,F,2006,79,4
ARTHUR,F,2006,80,1
ARTHUR,F,2006,81,3
ARTHUR,F,2006,82,3
ARTHUR,F,2006,83,8
ARTHUR,F,2006,84,6
ARTHUR,F,2006,85,4
ARTHUR,F,2006,86,4
ARTHUR,F,2006,87,6
ARTHUR,F,2006,88,5
ARTHUR,F,2006,89,4
ARTHUR,F,2006,90,5
ARTHUR,F,2006,91,2
ARTHUR,F,2006,92,5
ARTHUR,F,2006,94,6
ARTHUR,F,2006,95,4
ARTHUR,M,2006,01,4
ARTHUR,M,2006,02,5
ARTHUR,M,2006,03,4
ARTHUR,M,2006,04,4
ARTHUR,M,2006,05,8
ARTHUR,M,2006,06,5
ARTHUR,M,2006,07,3
ARTHUR,M,2006,08,8
ARTHUR,M,2006,09,6
ARTHUR,M,2006,10,3
ARTHUR,M,2006,11,3
ARTHUR,M,2006,12,2
ARTHUR,M,2006,13,6
ARTHUR,M,2006,14,2
ARTHUR,M,2006,15,1
ARTHUR,M,2006,16,4
ARTHUR,M,2006,17,5
ARTHUR,M,2006,18,3
ARTHUR,M,2006,19,2
ARTHUR,M,2006,21,3
ARTHUR,M,2006,22,6
ARTHUR,M,2006,23,1
ARTHUR,M,2006,24,3
ARTHUR,M,2006,25,2
ARTHUR,M,2006,26,1
ARTHUR,M,2006,27,5
ARTHUR,M,2006,28,6
ARTHUR,M,2006,29,4
ARTHUR,M,2006,2A,6
ARTHUR,M,2006,2B,2
ARTHUR,M,2006,30,4
ARTHUR,M,2006,31,8
ARTHUR,M,2006,32,4
ARTHUR,M,2006,33,2
ARTHUR,M,2006,34,1
ARTHUR,M,2006,35,1
ARTHUR,M,2006,36,3
ARTHUR,M,2006,37,1
ARTHUR,M,2006,38,7
ARTHUR,M,2006,39,3
ARTHUR,M,2006,40,5
ARTHUR,M,2006,41,3
ARTHUR,M,2006,42,3
ARTHUR,M,2006,43,2
ARTHUR,M,2006,44,2
ARTHUR,M,2006,45,5
ARTHUR,M,2006,46,8
ARTHUR,M,2006,47,3
ARTHUR,M,2006,48,5
ARTHUR,M,2006,49,2
ARTHUR,M,2006,50,5
ARTHUR,M,2006,51,2
ARTHUR,M,2006,52,3
ARTHUR,M,2006,53,3
ARTHUR,M,2006,54,5
ARTHUR,M,2006,55,5
ARTHUR,M,2006,56,7
ARTHUR,M,2006,57,5
ARTHUR,M,2006,58,8
ARTHUR,M,2006,59,2
ARTHUR,M,2006,60,3
ARTHUR,M,2006,61,5
ARTHUR,M,2006,62,2
ARTHUR,M,2006,63,6
ARTHUR,M,2006,64,9
ARTHUR,M,2006,65,6
ARTHUR,M,2006,66,3
ARTHUR,M,2006,67,3
ARTHUR,M,2006,68,4
ARTHUR,M,2006,69,5
ARTHUR,M,2006,71,3
ARTHUR,M,2006,72,3
ARTHUR,M,2006,73,7
ARTHUR,M,2006,74,2
ARTHUR,M,2006,75,3
ARTHUR,M,2006,76,4
ARTHUR,M,2006,77,6
ARTHUR,M,2006,78,2
ARTHUR,M,2006,79,6
ARTHUR,M,2006,80,2
ARTHUR,M,2006,81,9
ARTHUR,M,2006,82,3
ARTHUR,M,2006,83,6
ARTHUR,M,2006,84,3
ARTHUR,M,2006,85,3
ARTHUR,M,2006,86,9
ARTHUR,M,2006,87,6
ARTHUR,M,2006,88,4
ARTHUR,M,2006,89,4
ARTHUR,M,2006,90,1
ARTHUR,M,2006,91,8
ARTHUR,M,2006,92,8
ARTHUR,M,2006,93,6
ARTHUR,M,2006,94,2
ARTHUR,M,2006,95,6
MAELIG,F,2007,01,4
MAELIG,F,2007,02,4
MAELIG,F,2007,03,5
MAELIG,F,2007,04,4
MAELIG,F,2007,05,5
MAELIG,F,2007,06,3
MAELIG,F,2007,07,4
MAELIG,F,2007,08,10
MAELIG,F,2007,09,4
MAELIG,F,2007,10,3
MAELIG,F,2007,11,2
MAELIG,F,2007,12,1
MAELIG,F,2007,13,3
MAELIG,F,2007,14,5
MAELIG,F,2007,15,3
MAELIG,F,2007,16,2
MAELIG,F,2007,17,3
MAELIG,F,2007,18,2
MAELIG,F,2007,19,3
MAELIG,F,2007,21,4
MAELIG,F,2007,22,30
MAELIG,F,2007,23,2
MAELIG,F,2007,24,4
MAELIG,F,2007,25,6
MAELIG,F,2007,26,1
MAELIG,F,2007,27,4
MAELIG,F,2007,28,3
MAELIG,F,2007,29,22
MAELIG,F,2007,2A,2
MAELIG,F,2007,2B,3
MAELIG,F,2007,30,8
MAELIG,F,2007,31,4
MAELIG,F,2007,32,3
MAELIG,F,2007,33,4
MAELIG,F,2007,34,3
MAELIG,F,2007,35,30
MAELIG,F,2007,36,5
MAELIG,F,2007,37,5
MAELIG,F,2007,38,3
MAELIG,F,2007,39,5
MAELIG,F,2007,40,5
MAELIG,F,2007,41,7
MAELIG,F,2007,42,6
MAELIG,F,2007,43,4
MAELIG,F,2007,44,23
MAELIG,F,2007,45,6
MAELIG,F,2007,46,3
MAELIG,F,2007,47,2
MAELIG,F,2007,48,3
MAELIG,F,2007,49,6
MAELIG,F,2007,50,4
MAELIG,F,2007,51,2
MAELIG,F,2007,52,3
MAELIG,F,2007,53,3
MAELIG,F,2007,54,5
MAELIG,F,2007,55,2
MAELIG,F,2007,56,22
MAELIG,F,2007,57,4
MAELIG,F,2007,58,3
MAELIG,F,2007,59,1
MAELIG,F,2007,60,6
MAELIG,F,2007,61,5
MAELIG,F,2007,62,3
MAELIG,F,2007,63,1
MAELIG,F,2007,64,6
MAELIG,F,2007,65,3
MAELIG,F,2007,66,2
MAELIG,F,2007,67,2
MAELIG,F,2007,68,4
MAELIG,F,2007,69,2
MAELIG,F,2007,70,3
MAELIG,F,2007,71,3
MAELIG,F,2007,73,3
MAELIG,F,2007,74,4
MAELIG,F,2007,75,2
MAELIG,F,2007,76,6
MAELIG,F,2007,77,2
MAELIG,F,2007,78,7
MAELIG,F,2007,79,4
MAELIG,F,2007,80,8
MAELIG,F,2007,81,5
MAELIG,F,2007,82,3
MAELIG,F,2007,83,3
MAELIG,F,2007,84,7
MAELIG,F,2007,85,5
MAELIG,F,2007,86,5
MAELIG,F,2007,87,2
MAELIG,F,2007,88,4
MAELIG,F,2007,89,4
MAELIG,F,2007,90,1
MAELIG,F,2007,91,5
MAELIG,F,2007,92,5
MAELIG,F,2007,93,3
MAELIG,F,2007,94,6
MAELIG,F,2007,95,4
MAELIG,M,2007,01,2
MAELIG,M,2007,02,1
MAELIG,M,2007,03,2
MAELIG,M,2007,04,8
MAELIG,M,2007,05,7
MAELIG,M,2007,06,6
MAELIG,M,2007,07,5
MAELIG,M,2007,08,3
MAELIG,M,2007,09,1
MAELIG,M,2007,10,4
MAELIG,M,2007,12,6
MAELIG,M,2007,13,3
MAELIG,M,2007,14,3
MAELIG,M,2007,15,2
MAELIG,M,2007,16,4
MAELIG,M,2007,17,10
MAELIG,M,2007,18,4
MAELIG,M,2007,19,2
MAELIG,M,2007,21,2
MAELIG,M,2007,22,24
MAELIG,M,2007,23,6
MAELIG,M,2007,24,7
MAELIG,M,2007,25,6
MAELIG,M,2007,26,5
MAELIG,M,2007,27,1
MAELIG,M,2007,28,2
MAELIG,M,2007,29,28
MAELIG,M,2007,2A,4
MAELIG,M,2007,2B,5
MAELIG,M,2007,30,3
MAELIG,M,2007,31,7
MAELIG,M,2007,32,6
MAELIG,M,2007,33,4
MAELIG,M,2007,34,4
MAELIG,M,2007,35,19
MAELIG,M,2007,36,4
MAELIG,M,2007,37,4
MAELIG,M,2007,38,6
MAELIG,M,2007,39,2
MAELIG,M,2007,40,2
MAELIG,M,2007,41,2
MAELIG,M,2007,42,7
MAELIG,M,2007,43,4
MAELIG,M,2007,44,24
MAELIG,M,2007,45,6
MAELIG,M,2007,46,3
MAELIG,M,2007,47,4
MAELIG,M,2007,48,5
MAELIG,M,2007,49,1
MAELIG,M,2007,50,3
MAELIG,M,2007,51,5
MAELIG,M,2007,52,5
MAELIG,M,2007,53,4
MAELIG,M,2007,54,5
MAELIG,M,2007,55,6
MAELIG,M,2007,56,24
MAELIG,M,2007,58,8
MAELIG,M,2007,59,3
MAELIG,M,2007,60,2
MAELIG,M,2007,62,5
MAELIG,M,2007,63,5
MAELIG,M,2007,64,2
MAELIG,M,2007,65,4
MAELIG,M,2007,66,4
MAELIG,M,2007,67,5
MAELIG,M,2007,68,5
MAELIG,M,2007,69,3
MAELIG,M,2007,70,3
MAELIG,M,2007,71,1
MAELIG,M,2007,72,2
MAELIG,M,2007,73,1
MAELIG,M,2007,74,4
MAELIG,M,2007,75,3
MAELIG,M,2007,77,4
MAELIG,M,2007,78,5
MAELIG,M,2007,79,5
MAELIG,M,2007,80,2
MAELIG,M,2007,81,5
MAELIG,M,2007,82,5
MAELIG,M,2007,83,2
MAELIG,M,2007,84,3
MAELIG,M,2007,85,6
MAELIG,M,2007,86,2
MAELIG,M,2007,87,5
MAELIG,M,2007,88,3
MAELIG,M,2007,89,3
MAELIG,M,2007,90,4
MAELIG,M,2007,91,5
MAELIG,M,2007,92,5
MAELIG,M,2007,93,3
MAELIG,M,2007,94,2
MAELIG,M,2007,95,7
LOUISE,F,2007,01,1
LOUISE,F,2007,02,1
LOUISE,F,2007,03,3
LOUISE,F,2007,04,6
LOUISE,F,2007,05,7
LOUISE,F,2007,06,5
LOUISE,F,2007,07,3
LOUISE,F,2007,08,3
LOUISE,F,2007,09,1
LOUISE,F,2007,10,7
LOUISE,F,2007,11,7
LOUISE,F,2007,12,8
LOUISE,F,2007,13,6
LOUISE,F,2007,14,5
LOUISE,F,2007,15,7
LOUISE,F,2007,16,1
LOUISE,F,2007,17,3
LOUISE,F,2007,18,2
LOUISE,F,2007,19,4
LOUISE,F,2007,21,4
LOUISE,F,2007,22,2
LOUISE,F,2007,23,1
LOUISE,F,2007,24,4
LOUISE,F,2007,25,4
LOUISE,F,2007,26,6
LOUISE,F,2007,27,5
LOUISE,F,2007,28,2
LOUISE,F,2007,29,2
LOUISE,F,2007,2A,2
LOUISE,F,2007,2B,6
LOUISE,F,2007,30,4
LOUISE,F,2007,31,5
LOUISE,F,2007,32,6
LOUISE,F,2007,33,3
LOUISE,F,2007,34,5
LOUISE,F,2007,35,2
LOUISE,F,2007,36,4
LOUISE,F,2007,37,2
LOUISE,F,2007,38,3
LOUISE,F,2007,39,3
LOUISE,F,2007,40,3
LOUISE,F,2007,41,4
LOUISE,F,2007,42,3
LOUISE,F,2007,43,6
LOUISE,F,2007,44,6
LOUISE,F,2007,45,2
LOUISE,F,2007,46,4
LOUISE,F,2007,47,3
LOUISE,F,2007,48,5
LOUISE,F,2007,49,4
LOUISE,F,2007,50,7
LOUISE,F,2007,51,5
LOUISE,F,2007,52,6
LOUISE,F,2007,53,2
LOUISE,F,2007,54,5
LOUISE,F,2007,55,2
LOUISE,F,2007,56,5
LOUISE,F,2007,57,1
LOUISE,F,2007,58,3
LOUISE,F,2007,59,8
LOUISE,F,2007,60,5
LOUISE,F,2007,61,5
LOUISE,F,2007,62,4
LOUISE,F,2007,63,5
LOUISE,F,2007,64,3
LOUISE,F,2007,65,1
LOUISE,F,2007,66,2
LOUISE,F,2007,67,3
LOUISE,F,2007,68,5
LOUISE,F,2007,69,7
LOUISE,F,2007,70,4
LOUISE,F,2007,71,5
LOUISE,F,2007,72,7
LOUISE,F,2007,73,3
LOUISE,F,2007,74,4
LOUISE,F,2007,75,3
LOUISE,F,2007,76,6
LOUISE,F,2007,77,3
LOUISE,F,2007,78,2
LOUISE,F,2007,79,4
LOUISE,F,2007,80,3
LOUISE,F,2007,81,5
LOUISE,F,2007,82,4
LOUISE,F,2007,83,6
LOUISE,F,2007,84,4
LOUISE,F,2007,85,5
LOUISE,F,2007,86,5
LOUISE,F,2007,87,4
LOUISE,F,2007,88,4
LOUISE,F,2007,89,4
LOUISE,F,2007,90,3
LOUISE,F,2007,91,4
LOUISE,F,2007,92,4
LOUISE,F,2007,93,3
LOUISE,F,2007,94,7
LOUISE,F,2007,95,1
LOUISE,M,2007,01,2
LOUISE,M,2007,02,3
LOUISE,M,2007,03,1
LOUISE,M,2007,04,3
LOUISE,M,2007,05,4
LOUISE,M,2007,06,5
LOUISE,M,2007,07,2
LOUISE,M,2007,08,1
LOUISE,M,2007,09,7
LOUISE,M,2007,10,2
LOUISE,M,2007,11,3
LOUISE,M,2007,12,3
LOUISE,M,2007,13,4
LOUISE,M,2007,14,4
LOUISE,M,2007,15,4
LOUISE,M,2007,16,2
LOUISE,M,2007,17,2
LOUISE,M,2007,18,2
LOUISE,M,2007,19,3
LOUISE,M,2007,21,3
LOUISE,M,2007,22,6
LOUISE,M,2007,23,6
LOUISE,M,2007,24,3
LOUISE,M,2007,25,3
LOUISE,M,2007,26,4
LOUISE,M,2007,27,5
LOUISE,M,2007,28,5
LOUISE,M,2007,29,3
LOUISE,M,2007,2A,2
LOUISE,M,2007,2B,5
LOUISE,M,2007,30,2
LOUISE,M,2007,31,6
LOUISE,M,2007,32,5
LOUISE,M,2007,33,3
LOUISE,M,2007,34,4
LOUISE,M,2007,35,2
LOUISE,M,2007,36,6
LOUISE,M,2007,37,3
LOUISE,M,2007,38,1
LOUISE,M,2007,39,6
LOUISE,M,2007,40,3
LOUISE,M,2007,41,4
LOUISE,M,2007,42,3
LOUISE,M,2007,43,5
LOUISE,M,2007,44,5
LOUISE,M,2007,45,2
LOUISE,M,2007,46,1
LOUISE,M,2007,47,6
LOUISE,M,2007,48,4
LOUISE,M,2007,49,4
LOUISE,M,2007,50,3
LOUISE,M,2007,51,7
LOUISE,M,2007,52,6
LOUISE,M,2007,53,5
LOUISE,M,2007,54,3
LOUISE,M,2007,55,4
LOUISE,M,2007,56,2
LOUISE,M,2007,57,2
LOUISE,M,2007,58,2
LOUISE,M,2007,59,5
LOUISE,M,2007,60,5
LOUISE,M,2007,61,5
LOUISE,M,2007,62,4
LOUISE,M,2007,63,5
LOUISE,M,2007,64,5
LOUISE,M,2007,65,4
LOUISE,M,2007,66,2
LOUISE,M,2007,67,3
LOUISE,M,2007,68,3
LOUISE,M,2007,69,7
LOUISE,M,2007,70,8
LOUISE,M,2007,71,5
LOUISE,M,2007,72,9
LOUISE,M,2007,73,3
LOUISE,M,2007,74,8
LOUISE,M,2007,75,2
LOUISE,M,2007,76,3
LOUISE,M,2007,77,5
LOUISE,M,2007,78,6
LOUISE,M,2007,79,1
LOUISE,M,2007,80,7
LOUISE,M,2007,81,4
LOUISE,M,2007,82,6
LOUISE,M,2007,83,2
LOUISE,M,2007,84,5
LOUISE,M,2007,85,7
LOUISE,M,2007,86,5
LOUISE,M,2007,88,7
LOUISE,M,2007,89,4
LOUISE,M,2007,90,4
LOUISE,M,2007,91,7
LOUISE,M,2007,92,3
LOUISE,M,2007,93,3
LOUISE,M,2007,94,6
LOUISE,M,2007,95,2
GABRIEL,F,2007,01,4
GABRIEL,F,2007,02,6
GABRIEL,F,2007,03,3
GABRIEL,F,2007,04,3
GABRIEL,F,2007,05,3
GABRIEL,F,2007,06,1
GABRIEL,F,2007,07,2
GABRIEL,F,2007,08,2
GABRIEL,F,2007,09,4
GABRIEL,F,2007,10,4
GABRIEL,F,2007,11,4
GABRIEL,F,2007,12,4
GABRIEL,F,2007,13,3
GABRIEL,F,2007,14,4
GABRIEL,F,2007,15,6
GABRIEL,F,2007,16,8
GABRIEL,F,2007,17,3
GABRIEL,F,2007,18,2
GABRIEL,F,2007,19,3
GABRIEL,F,2007,21,2
GABRIEL,F,2007,22,8
GABRIEL,F,2007,23,8
GABRIEL,F,2007,24,5
GABRIEL,F,2007,25,4
GABRIEL,F,2007,26,2
GABRIEL,F,2007,27,2
GABRIEL,F,2007,28,5
GABRIEL,F,2007,29,7
GABRIEL,F,2007,2A,5
GABRIEL,F,2007,2B,7
GABRIEL,F,2007,30,1
GABRIEL,F,2007,31,4
GABRIEL,F,2007,32,3
GABRIEL,F,2007,33,7
GABRIEL,F,2007,34,3
GABRIEL,F,2007,35,4
GABRIEL,F,2007,36,6
GABRIEL,F,2007,37,3
GABRIEL,F,2007,38,5
GABRIEL,F,2007,39,4
GABRIEL,F,2007,40,5
GABRIEL,F,2007,41,2
GABRIEL,F,2007,42,5
GABRIEL,F,2007,43,9
GABRIEL,F,2007,44,2
GABRIEL,F,2007,45,2
GABRIEL,F,2007,46,5
GABRIEL,F,2007,47,1
GABRIEL,F,2007,48,6
GABRIEL,F,2007,49,6
GABRIEL,F,2007,50,5
GABRIEL,F,2007,51,3
GABRIEL,F,2007,52,8
GABRIEL,F,2007,53,1
GABRIEL,F,2007,55,1
GABRIEL,F,2007,56,7
GABRIEL,F,2007,57,2
GABRIEL,F,2007,58,5
GABRIEL,F,2007,59,5
GABRIEL,F,2007,60,2
GABRIEL,F,2007,61,3
GABRIEL,F,2007,62,2
GABRIEL,F,2007,63,5
GABRIEL,F,2007,64,7
GABRIEL,F,2007,65,4
GABRIEL,F,2007,66,5
GABRIEL,F,2007,67,2
GABRIEL,F,2007,68,4
GABRIEL,F,2007,69,3
GABRIEL,F,2007,70,5
GABRIEL,F,2007,71,6
GABRIEL,F,2007,72,2
GABRIEL,F,2007,73,4
GABRIEL,F,2007,74,3
GABRIEL,F,2007,75,6
GABRIEL,F,2007,76,2
GABRIEL,F,2007,77,7
GABRIEL,F,2007,78,3
GABRIEL,F,2007,79,4
GABRIEL,F,2007,80,3
GABRIEL,F,2007,82,4
GABRIEL,F,2007,83,6
GABRIEL,F,2007,84,3
GABRIEL,F,2007,85,8
GABRIEL,F,2007,87,7
GABRIEL,F,2007,88,1
GABRIEL,F,2007,89,6
GABRIEL,F,2007,90,4
GABRIEL,F,2007,91,5
GABRIEL,F,2007,92,4
GABRIEL,F,2007,93,4
GABRIEL,F,2007,94,3
GABRIEL,F,2007,95,8
GABRIEL,M,2007,01,1
GABRIEL,M,2007,02,5
GABRIEL,M,2007,03,2
GABRIEL,M,2007,04,3
GABRIEL,M,2007,05,7
GABRIEL,M,2007,06,3
GABRIEL,M,2007,07,6
GABRIEL,M,2007,08,3
GABRIEL,M,2007,09,3
GABRIEL,M,2007,10,4
GABRIEL,M,2007,11,5
GABRIEL,M,2007,12,4
GABRIEL,M,2007,13,7
GABRIEL,M,2007,14,3
GABRIEL,M,2007,15,3
GABRIEL,M,2007,16,8
GABRIEL,M,2007,17,1
GABRIEL,M,2007,18,4
GABRIEL,M,2007,19,4
GABRIEL,M,2007,21,3
GABRIEL,M,2007,22,6
GABRIEL,M,2007,23,5
GABRIEL,M,2007,24,2
GABRIEL,M,2007,25,6
GABRIEL,M,2007,26,5
GABRIEL,M,2007,27,3
GABRIEL,M,2007,28,4
GABRIEL,M,2007,29,7
GABRIEL,M,2007,2A,4
GABRIEL,M,2007,2B,3
GABRIEL,M,2007,30,3
GABRIEL,M,2007,32,5
GABRIEL,M,2007,33,4
GABRIEL,M,2007,34,6
GABRIEL,M,2007,35,1
GABRIEL,M,2007,36,6
GABRIEL,M,2007,37,4
GABRIEL,M,2007,38,11
GABRIEL,M,2007,39,6
GABRIEL,M,2007,40,2
GABRIEL,M,2007,41,7
GABRIEL,M,2007,42,4
GABRIEL,M,2007,43,2
GABRIEL,M,2007,44,3
GABRIEL,M,2007,45,2
GABRIEL,M,2007,47,4
GABRIEL,M,2007,48,5
GABRIEL,M,2007,49,5
GABRIEL,M,2007,50,4
GABRIEL,M,2007,51,5
GABRIEL,M,2007,52,2
GABRIEL,M,2007,53,2
GABRIEL,M,2007,54,5
GABRIEL,M,2007,55,4
GABRIEL,M,2007,56,5
GABRIEL,M,2007,57,4
GABRIEL,M,2007,58,2
GABRIEL,M,2007,59,3
GABRIEL,M,2007,60,3
GABRIEL,M,2007,61,4
GABRIEL,M,2007,62,1
GABRIEL,M,2007,63,3
GABRIEL,M,2007,64,7
GABRIEL,M,2007,65,3
GABRIEL,M,2007,66,6
GABRIEL,M,2007,67,3
GABRIEL,M,2007,68,4
GABRIEL,M,2007,69,6
GABRIEL,M,2007,70,8
GABRIEL,M,2007,71,1
GABRIEL,M,2007,72,5
GABRIEL,M,2007,73,4
GABRIEL,M,2007,74,6
GABRIEL,M,2007,75,4
GABRIEL,M,2007,76,3
GABRIEL,M,2007,77,4
GABRIEL,M,2007,78,2
GABRIEL,M,2007,79,6
GABRIEL,M,2007,80,3
GABRIEL,M,2007,81,2
GABRIEL,M,2007,82,3
GABRIEL,M,2007,83,3
GABRIEL,M,2007,84,4
GABRIEL,M,2007,85,6
GABRIEL,M,2007,86,4
GABRIEL,M,2007,87,2
GABRIEL,M,2007,88,5
GABRIEL,M,2007,89,9
GABRIEL,M,2007,90,3
GABRIEL,M,2007,91,7
GABRIEL,M,2007,92,3
GABRIEL,M,2007,93,7
GABRIEL,M,2007,94,6
GABRIEL,M,2007,95,5
JADE,F,2007,02,5
JADE,F,2007,03,7
JADE,F,2007,04,4
JADE,F,2007,05,7
JADE,F,2007,06,4
JADE,F,2007,07,8
JADE,F,2007,08,4
JADE,F,2007,09,3
JADE,F,2007,10,4
JADE,F,2007,11,4
JADE,F,2007,12,7
JADE,F,2007,13,4
JADE,F,2007,14,3
JADE,F,2007,15,3
JADE,F,2007,16,4
JADE,F,2007,17,2
JADE,F,2007,18,5
JADE,F,2007,19,1
JADE,F,2007,21,3
JADE,F,2007,22,4
JADE,F,2007,23,6
JADE,F,2007,24,1
JADE,F,2007,25,6
JADE,F,2007,26,7
JADE,F,2007,27,10
JADE,F,2007,28,4
JADE,F,2007,29,6
JADE,F,2007,2A,5
JADE,F,2007,2B,4
JADE,F,2007,30,6
JADE,F,2007,31,4
JADE,F,2007,32,2
JADE,F,2007,33,2
JADE,F,2007,34,2
JADE,F,2007,35,1
JADE,F,2007,36,6
JADE,F,2007,37,3
JADE,F,2007,38,4
JADE,F,2007,39,3
JADE,F,2007,40,3
JADE,F,2007,41,5
JADE,F,2007,42,2
JADE,F,2007,43,2
JADE,F,2007,44,7
JADE,F,2007,45,4
JADE,F,2007,46,6
JADE,F,2007,47,2
JADE,F,2007,48,2
JADE,F,2007,49,6
JADE,F,2007,50,3
JADE,F,2007,51,5
JADE,F,2007,52,9
JADE,F,2007,53,4
JADE,F,2007,54,3
JADE,F,2007,55,2
JADE,F,2007,56,4
JADE,F,2007,57,4
JADE,F,2007,58,6
JADE,F,2007,59,6
JADE,F,2007,60,4
JADE,F,2007,61,2
JADE,F,2007,62,2
JADE,F,2007,63,8
JADE,F,2007,64,4
JADE,F,2007,65,1
JADE,F,2007,66,4
JADE,F,2007,67,5
JADE,F,2007,68,5
JADE,F,2007,69,3
JADE,F,2007,70,2
JADE,F,2007,71,6
JADE,F,2007,72,4
JADE,F,2007,73,4
JADE,F,2007,74,3
JADE,F,2007,75,3
JADE,F,2007,77,5
JADE,F,2007,79,12
JADE,F,2007,80,7
JADE,F,2007,81,1
JADE,F,2007,82,7
JADE,F,2007,83,2
JADE,F,2007,84,2
JADE,F,2007,85,1
JADE,F,2007,86,6
JADE,F,2007,87,4
JADE,F,2007,88,3
JADE,F,2007,89,4
JADE,F,2007,90,5
JADE,F,2007,91,6
JADE,F,2007,92,4
JADE,F,2007,93,3
JADE,F,2007,94,1
JADE,M,2007,01,9
JADE,M,2007,02,6
JADE,M,2007,03,5
JADE,M,2007,04,4
JADE,M,2007,05,6
JADE,M,2007,06,3
JADE,M,2007,07,3
JADE,M,2007,08,7
JADE,M,2007,09,3
JADE,M,2007,10,6
JADE,M,2007,11,3
JADE,M,2007,12,6
JADE,M,2007,13,4
JADE,M,2007,14,5
JADE,M,2007,15,6
JADE,M,2007,16,4
JADE,M,2007,17,3
JADE,M,2007,18,4
JADE,M,2007,21,2
JADE,M,2007,22,2
JADE,M,2007,23,5
JADE,M,2007,24,2
JADE,M,2007,25,3
JADE,M,2007,26,3
JADE,M,2007,27,1
JADE,M,2007,28,4
JADE,M,2007,29,8
JADE,M,2007,2A,12
JADE,M,2007,2B,5
JADE,M,2007,30,8
JADE,M,2007,31,6
JADE,M,2007,32,4
JADE,M,2007,33,5
JADE,M,2007,34,1
JADE,M,2007,35,2
JADE,M,2007,36,7
JADE,M,2007,37,4
JADE,M,2007,38,7
JADE,M,2007,39,4
JADE,M,2007,40,6
JADE,M,2007,41,5
JADE,M,2007,42,5
JADE,M,2007,43,5
JADE,M,2007,44,6
JADE,M,2007,45,3
JADE,M,2007,46,2
JADE,M,2007,47,3
JADE,M,2007,48,4
JADE,M,2007,49,9
JADE,M,2007,50,3
JADE,M,2007,51,5
JADE,M,2007,52,2
JADE,M,2007,53,2
JADE,M,2007,54,4
JADE,M,2007,56,8
JADE,M,2007,57,5
JADE,M,2007,58,2
JADE,M,2007,59,3
JADE,M,2007,60,2
JADE,M,2007,61,3
JADE,M,2007,62,5
JADE,M,2007,63,3
JADE,M,2007,64,7
JADE,M,2007,65,3
JADE,M,2007,66,3
JADE,M,2007,67,5
JADE,M,2007,68,4
JADE,M,2007,69,3
JADE,M,2007,70,5
JADE,M,2007,71,4
JADE,M,2007,72,2
JADE,M,2007,73,3
JADE,M,2007,75,5
JADE,M,2007,76,5
JADE,M,2007,77,6
JADE,M,2007,78,6
JADE,M,2007,79,1
JADE,M,2007,80,7
JADE,M,2007,81,2
JADE,M,2007,82,6
JADE,M,2007,83,1
JADE,M,2007,84,3
JADE,M,2007,85,4
JADE,M,2007,86,4
JADE,M,2007,87,6
JADE,M,2007,88,1
JADE,M,2007,89,1
JADE,M,2007,90,3
JADE,M,2007,91,1
JADE,M,2007,92,2
JADE,M,2007,93,4
JADE,M,2007,94,4
JADE,M,2007,95,6
ARTHUR,F,2007,01,5
ARTHUR,F,2007,02,5
ARTHUR,F,2007,03,7
ARTHUR,F,2007,04,2
ARTHUR,F,2007,05,2
ARTHUR,F,2007,06,2
ARTHUR,F,2007,07,4
ARTHUR,F,2007,08,3
ARTHUR,F,2007,10,6
ARTHUR,F,2007,11,1
ARTHUR,F,2007,12,5
ARTHUR,F,2007,13,4
ARTHUR,F,2007,14,7
ARTHUR,F,2007,16,5
ARTHUR,F,2007,17,5
ARTHUR,F,2007,18,2
ARTHUR,F,2007,19,3
ARTHUR,F,2007,21,4
ARTHUR,F,2007,22,5
ARTHUR,F,2007,23,10
ARTHUR,F,2007,24,5
ARTHUR,F,2007,25,8
ARTHUR,F,2007,26,3
ARTHUR,F,2007,27,1
ARTHUR,F,2007,28,4
ARTHUR,F,2007,29,2
ARTHUR,F,2007,2A,5
ARTHUR,F,2007,2B,4
ARTHUR,F,2007,30,2
ARTHUR,F,2007,31,5
ARTHUR,F,2007,32,2
ARTHUR,F,2007,33,8
ARTHUR,F,2007,34,4
ARTHUR,F,2007,35,2
ARTHUR,F,2007,36,6
ARTHUR,F,2007,37,4
ARTHUR,F,2007,38,6
ARTHUR,F,2007,39,4
ARTHUR,F,2007,40,2
ARTHUR,F,2007,41,4
ARTHUR,F,2007,42,2
ARTHUR,F,2007,43,7
ARTHUR,F,2007,44,4
ARTHUR,F,2007,45,5
ARTHUR,F,2007,46,5
ARTHUR,F,2007,47,6
ARTHUR,F,2007,48,3
ARTHUR,F,2007,49,4
ARTHUR,F,2007,50,4
ARTHUR,F,2007,51,2
ARTHUR,F,2007,52,3
ARTHUR,F,2007,53,2
ARTHUR,F,2007,54,5
ARTHUR,F,2007,55,2
ARTHUR,F,2007,56,4
ARTHUR,F,2007,57,4
ARTHUR,F,2007,58,4
ARTHUR,F,2007,59,3
ARTHUR,F,2007,60,4
ARTHUR,F,2007,61,4
ARTHUR,F,2007,62,3
ARTHUR,F,2007,63,3
ARTHUR,F,2007,64,6
ARTHUR,F,2007,65,6
ARTHUR,F,2007,66,3
ARTHUR,F,2007,67,2
ARTHUR,F,2007,68,1
ARTHUR,F,2007,69,3
